item_idx,item_id,title,description,text,language,difficulty,theme,software,job,type,duration
24,111581,Passer des appels téléphoniques,"<p>Découvrez comment passer des appels téléphoniques sur Teams. Avec un forfait d&#039;appel et une configuration appropriée, vous pourrez utiliser l&#039;onglet Appels, le pavé numérique et le bouton Appeler. Apprenez à communiquer comme sur un téléphone classique !</p>","Passer des appels téléphoniques [SEP] <p>Découvrez comment passer des appels téléphoniques sur Teams. Avec un forfait d&#039;appel et une configuration appropriée, vous pourrez utiliser l&#039;onglet Appels, le pavé numérique et le bouton Appeler. Apprenez à communiquer comme sur un téléphone classique !</p>",fr,1 - Découverte,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,67.0
25,111582,Recevoir des appels téléphoniques,"<p>Découvrez comment recevoir des appels téléphoniques avec Teams. Grâce à cette fonctionnalité, vous pouvez recevoir vos appels directement dans Teams, que ce soit sur votre ordinateur ou sur votre téléphone. Ne manquez plus aucun appel important !</p>","Recevoir des appels téléphoniques [SEP] <p>Découvrez comment recevoir des appels téléphoniques avec Teams. Grâce à cette fonctionnalité, vous pouvez recevoir vos appels directement dans Teams, que ce soit sur votre ordinateur ou sur votre téléphone. Ne manquez plus aucun appel important !</p>",fr,1 - Découverte,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,46.0
26,111583,"Mettre en attente, couper son micro",<p>Découvrez comment mettre en attente et couper votre micro pour éviter les bruits environnants pendant vos communications. Vous pouvez également mettre votre interlocuteur en attente pendant un certain laps de temps. Apprenez à utiliser ces fonctionnalités essentielles sur Teams.</p>,"Mettre en attente, couper son micro [SEP] <p>Découvrez comment mettre en attente et couper votre micro pour éviter les bruits environnants pendant vos communications. Vous pouvez également mettre votre interlocuteur en attente pendant un certain laps de temps. Apprenez à utiliser ces fonctionnalités essentielles sur Teams.</p>",fr,1 - Découverte,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,45.0
27,111584,Ajouter d’autres personnes à un appel en cours,"<p>Découvrez comment ajouter d&#039;autres personnes à un appel en cours sur Teams. Lors d&#039;une conversation, cliquez sur le bouton &#039;Afficher les participants&#039; et recherchez un autre contact ou saisissez son numéro. Une fois que le nouvel interlocuteur accepte l&#039;appel, vous pourrez l&#039;ajouter à la conférence en cours. Apprenez à communiquer plus efficacement avec Teams !</p>","Ajouter d’autres personnes à un appel en cours [SEP] <p>Découvrez comment ajouter d&#039;autres personnes à un appel en cours sur Teams. Lors d&#039;une conversation, cliquez sur le bouton &#039;Afficher les participants&#039; et recherchez un autre contact ou saisissez son numéro. Une fois que le nouvel interlocuteur accepte l&#039;appel, vous pourrez l&#039;ajouter à la conférence en cours. Apprenez à communiquer plus efficacement avec Teams !</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,44.0
28,111585,Gérer plusieurs appels en même temps,"<p>{ &#34;video_summary&#34;: &#34;Découvrez comment gérer plusieurs appels en même temps grâce à cette vidéo. Vous apprendrez notamment comment accepter un deuxième appel tout en étant déjà en communication. Ne manquez pas cette astuce pour une meilleure gestion de vos appels!&#34;, }</p>","Gérer plusieurs appels en même temps [SEP] <p>{ &#34;video_summary&#34;: &#34;Découvrez comment gérer plusieurs appels en même temps grâce à cette vidéo. Vous apprendrez notamment comment accepter un deuxième appel tout en étant déjà en communication. Ne manquez pas cette astuce pour une meilleure gestion de vos appels!&#34;, }</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,70.0
29,111586,Transférer un appel,"<p>Découvrez comment transférer un appel avec ou sans consultation du correspondant destinataire. Apprenez comment ouvrir le menu des options, choisir &#039;transférer&#039; et entrer le numéro ou rechercher le contact vers qui vous souhaitez transférer l&#039;appel. Cette vidéo vous guidera pas à pas pour maîtriser cette fonctionnalité essentielle de Teams.</p>","Transférer un appel [SEP] <p>Découvrez comment transférer un appel avec ou sans consultation du correspondant destinataire. Apprenez comment ouvrir le menu des options, choisir &#039;transférer&#039; et entrer le numéro ou rechercher le contact vers qui vous souhaitez transférer l&#039;appel. Cette vidéo vous guidera pas à pas pour maîtriser cette fonctionnalité essentielle de Teams.</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,96.0
30,111587,Renvoyer vos appels vers un autre numéro,"<p>Découvrez comment renvoyer vos appels vers un autre numéro avec cette vidéo. Le renvoi d&#039;appel vous permet de rediriger vos appels vers une autre destination, idéal lorsque vous êtes en vacances ou lorsque quelqu&#039;un d&#039;autre gère votre activité. Suivez nos conseils pour configurer le renvoi d&#039;appel dans vos paramètres et choisissez le numéro ou le contact de votre choix.</p>","Renvoyer vos appels vers un autre numéro [SEP] <p>Découvrez comment renvoyer vos appels vers un autre numéro avec cette vidéo. Le renvoi d&#039;appel vous permet de rediriger vos appels vers une autre destination, idéal lorsque vous êtes en vacances ou lorsque quelqu&#039;un d&#039;autre gère votre activité. Suivez nos conseils pour configurer le renvoi d&#039;appel dans vos paramètres et choisissez le numéro ou le contact de votre choix.</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,41.0
31,111588,Renvoyer vos appels vers la messagerie,"<p>Apprenez comment renvoyer vos appels vers la messagerie vocale en quelques étapes simples. Accédez aux paramètres d&#039;appels, sélectionnez le transfert d&#039;appels vers la messagerie et tous vos appels seront automatiquement redirigés. Facilitez votre communication avec Teams !</p>","Renvoyer vos appels vers la messagerie [SEP] <p>Apprenez comment renvoyer vos appels vers la messagerie vocale en quelques étapes simples. Accédez aux paramètres d&#039;appels, sélectionnez le transfert d&#039;appels vers la messagerie et tous vos appels seront automatiquement redirigés. Facilitez votre communication avec Teams !</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,28.0
32,111589,Renvoyer vers un groupe de personnes,,Renvoyer vers un groupe de personnes [SEP] ,fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,83.0
33,111590,Faire sonner un autre numéro simultanément,"<p>Découvrez comment faire sonner un autre numéro simultanément lors de l&#039;arrivée d&#039;un nouvel appel. Que vous travailliez avec Teams ou sur un autre appareil, cette vidéo vous explique étape par étape comment configurer la sonnerie d&#039;appel pour choisir où traiter l&#039;appel.</p>","Faire sonner un autre numéro simultanément [SEP] <p>Découvrez comment faire sonner un autre numéro simultanément lors de l&#039;arrivée d&#039;un nouvel appel. Que vous travailliez avec Teams ou sur un autre appareil, cette vidéo vous explique étape par étape comment configurer la sonnerie d&#039;appel pour choisir où traiter l&#039;appel.</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,48.0
34,111591,Désactiver tous les types de renvoi,"<p>Découvrez comment désactiver tous les types de renvoi dans cette vidéo. Apprenez à accéder aux paramètres, choisir la sonnerie d&#039;appel et la messagerie vocale. Suivez ces étapes simples pour désactiver les renvois et avoir un contrôle total sur vos appels.</p>","Désactiver tous les types de renvoi [SEP] <p>Découvrez comment désactiver tous les types de renvoi dans cette vidéo. Apprenez à accéder aux paramètres, choisir la sonnerie d&#039;appel et la messagerie vocale. Suivez ces étapes simples pour désactiver les renvois et avoir un contrôle total sur vos appels.</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,45.0
35,111592,Bloquer certains numéros d’appels,<p>Découvrez comment bloquer certains numéros d&#039;appels pour ne plus recevoir leurs appels. Apprenez à bloquer des contacts depuis votre historique ou à partir de votre liste de contacts. Une astuce pratique pour mieux contrôler votre communication.</p>,Bloquer certains numéros d’appels [SEP] <p>Découvrez comment bloquer certains numéros d&#039;appels pour ne plus recevoir leurs appels. Apprenez à bloquer des contacts depuis votre historique ou à partir de votre liste de contacts. Une astuce pratique pour mieux contrôler votre communication.</p>,fr,3 - Avancé,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,58.0
36,111593,Ajuster les périphériques audio,<p>Découvrez comment ajuster les périphériques audio dans Teams pour assurer une meilleure communication. Apprenez comment brancher et configurer vos périphériques audio sur votre PC et choisissez vos périphériques par défaut. Ne manquez pas cette vidéo pour améliorer votre expérience de communication dans Teams.</p>,Ajuster les périphériques audio [SEP] <p>Découvrez comment ajuster les périphériques audio dans Teams pour assurer une meilleure communication. Apprenez comment brancher et configurer vos périphériques audio sur votre PC et choisissez vos périphériques par défaut. Ne manquez pas cette vidéo pour améliorer votre expérience de communication dans Teams.</p>,fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,49.0
37,111594,Modifier votre message d’accueil de la messagerie vocale,<p>Découvrez comment modifier votre message d’accueil de la messagerie vocale avec Teams. Personnalisez votre message pour une communication plus professionnelle. Suivez simplement les étapes dans les paramètres d&#039;appel de Teams.</p>,Modifier votre message d’accueil de la messagerie vocale [SEP] <p>Découvrez comment modifier votre message d’accueil de la messagerie vocale avec Teams. Personnalisez votre message pour une communication plus professionnelle. Suivez simplement les étapes dans les paramètres d&#039;appel de Teams.</p>,fr,1 - Découverte,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,72.0
38,111595,Accéder à la messagerie vocale,"<p>Découvrez comment accéder à la messagerie vocale dans Teams. Recevez les nouveaux messages avec une icône d&#039;appel rouge et consultez-les dans la liste des messages. Vous pouvez les écouter en audio, ajuster la vitesse de lecture ou lire la retranscription. Facile et pratique !</p>","Accéder à la messagerie vocale [SEP] <p>Découvrez comment accéder à la messagerie vocale dans Teams. Recevez les nouveaux messages avec une icône d&#039;appel rouge et consultez-les dans la liste des messages. Vous pouvez les écouter en audio, ajuster la vitesse de lecture ou lire la retranscription. Facile et pratique !</p>",fr,2 - Intermédiaire,"Communiquer, Téléphonie & Visio",Teams,,tutoriel,52.0
